"","Date received","Product","Sub-product","Issue","Sub-issue","Consumer complaint narrative","Company public response","Company","State","ZIP code","Tags","Consumer consent provided?","Submitted via","Date sent to company","Company response to consumer","Timely response?","Consumer disputed?","Complaint ID"
"514",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MD","21042","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488229
"515",2013-07-23,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Bank of America","KY","40022","Older American","Other","Web",2013-07-24,"Closed with explanation","Yes","No",475517
"516",2013-07-23,"Credit card","Other","Privacy","Other","Other","Other","Bank of America","ID","83616","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","No",464244
"517",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","MD","21158","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488235
"518",2013-07-23,"Bank account or service","Other bank product/service","Problems caused by my funds being low","Other","Other","Other","Navy FCU","OH","43204","Servicemember","Other","Phone",2013-07-24,"Closed with monetary relief","Yes","No",464248
"519",2013-08-12,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","JPMorgan Chase & Co.","OH","43232","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","Yes",488239
"520",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Regions Financial Corporation","GA","30114","Other","Other","Referral",2013-08-14,"Closed","Yes","No",488615
"521",2013-08-07,"Bank account or service","Savings account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","NY","11226","Other","Other","Phone",2013-08-08,"Closed with explanation","Yes","Yes",482852
"522",2013-07-23,"Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Discover","CA","94114","Other","Other","Web",2013-07-23,"Closed with monetary relief","Yes","No",464257
"523",2013-07-23,"Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Frequent or repeated calls","Other","Other","Portfolio Recovery Associates, Inc.","CA","94118","Other","Other","Postal mail",2013-07-31,"Closed with non-monetary relief","Yes","No",475993
"524",2013-08-12,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Bank of America","NC","27545","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488248
"525",2013-07-23,"Credit card","Other","Other","Other","Other","Other","Barclays PLC","OR","97034","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","Yes",464263
"526",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","SunTrust Banks, Inc.","VA","23462","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488255
"527",2013-07-23,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Capital One","AZ","85746","Other","Other","Web",2013-07-26,"Closed with explanation","Yes","No",480723
"528",2013-08-07,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","PNC Bank N.A.","MD","21842","Older American","Other","Phone",2013-08-08,"Closed with explanation","Yes","Yes",482857
"529",2013-08-07,"Credit card","Other","Bankruptcy","Other","Other","Other","Bank of America","CA","95610","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",498169
"530",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","MA","1844","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","Yes",488258
"531",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33409","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",487177
"532",2013-07-23,"Debt collection","Other (i.e. phone, health club, etc.)","Taking/threatening an illegal action","Threatened arrest/jail if do not pay","Other","Other","Eisenburg,Whitman and Associates","PA","17098","Other","Other","Web",2013-09-12,"Closed with explanation","No","Other",461730
"533",2013-08-12,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","JPMorgan Chase & Co.","IL","61362","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488259
"534",2013-07-23,"Credit card","Other","Credit card protection / Debt protection","Other","Other","Other","Capital One","WA","98003","Other","Other","Web",2013-07-23,"Closed with monetary relief","Yes","No",464279
"535",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","SunTrust Banks, Inc.","DC","20024","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","Yes",488267
"536",2013-08-07,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","OH","45226","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",487129
"537",2013-08-12,"Debt collection","Auto","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Navy FCU","MO","65807","Servicemember","Other","Web",2013-09-03,"Closed with explanation","Yes","No",488271
"538",2013-07-24,"Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Stellar Recovery Inc.","FL","32189","Older American","Other","Web",2013-08-01,"Closed with explanation","Yes","No",465449
"539",2013-07-24,"Mortgage","FHA mortgage","Application, originator, mortgage broker","Other","Other","Other","Wells Fargo & Company","IL","60586","Other","Other","Phone",2013-07-29,"Closed with explanation","Yes","No",479979
"540",2013-08-07,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","TN","37215","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","Yes",499218
"541",2013-08-12,"Debt collection","Credit card","Disclosure verification of debt","Right to dispute notice not received","Other","Other","Dynamic Recovery Solutions, LLC","LA","70094","Other","Other","Web",2013-08-30,"Closed with explanation","Yes","No",488281
"542",2013-08-12,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Expert Global Solutions, Inc.","KS","67460","Other","Other","Phone",2013-08-14,"Closed with explanation","Yes","No",488287
"543",2013-08-12,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","PNC Bank N.A.","MA","2720","Other","Other","Web",2013-08-14,"Closed with explanation","Yes","No",486979
"544",2013-07-24,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","HSBC North America Holdings Inc.","PA","17814","Other","Other","Web",2013-10-17,"Closed with explanation","Yes","No",465469
"545",2013-07-23,"Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Other","Equifax","PA","19132","Other","Other","Web",2013-07-24,"Closed with non-monetary relief","Yes","No",479385
"546",2013-08-12,"Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Receivables Performance Management LLC","CA","92114","Older American","Other","Web",2013-08-14,"Closed with explanation","Yes","No",487004
"547",2013-08-12,"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","M&T Bank Corporation","MA","1835","Other","Other","Web",2013-08-14,"Closed with explanation","Yes","No",487298
"548",2013-08-07,"Debt collection","Credit card","Communication tactics","Threatened to take legal action","Other","Other","JPMorgan Chase & Co.","NH","3064","Other","Other","Web",2013-11-03,"Closed with explanation","Yes","No",484872
"549",2013-08-07,"Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Bank of America","CA","95609","Older American","Other","Web",2013-08-14,"Closed with explanation","Yes","No",484874
"550",2013-07-23,"Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Other","Other","Capital One","TX","78639","Other","Other","Phone",2013-07-31,"Closed with explanation","Yes","No",464292
"551",2013-08-12,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","MN","55812","Other","Other","Web",2013-08-14,"Closed with non-monetary relief","Yes","No",488313
"552",2013-07-23,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","CA","94534","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","Yes",464858
"553",2013-07-23,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","PNC Bank N.A.","PA","17101","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464938
"554",2013-08-13,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Encore Capital Group","AZ","85354","Other","Other","Web",2014-04-22,"Closed with explanation","Yes","No",488671
"555",2013-07-23,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Caliber Home Loans, Inc","CA","92887","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464874
"556",2013-07-24,"Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Vital Solutions, Inc.","KY","40013","Older American","Other","Phone",2013-08-01,"Closed with non-monetary relief","Yes","No",465502
"557",2013-07-24,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Ditech Financial LLC","IL","60657","Other","Other","Web",2013-07-26,"Closed with explanation","Yes","No",465510
"558",2013-08-13,"Mortgage","Conventional fixed mortgage","Settlement process and costs","Other","Other","Other","Bank of America","SC","29566","Older American","Other","Web",2013-08-14,"Closed with explanation","Yes","Yes",488673
"559",2013-08-07,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","CCS Financial Services, Inc.","TX","77040","Other","Other","Referral",2014-01-08,"Closed with non-monetary relief","Yes","No",482870
"560",2013-07-24,"Student loan","Non-federal student loan","Problems when you are unable to pay","Problems when you are unable to pay","Other","Other","Citibank","PA","19147","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",465515
"561",2013-07-24,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Wells Fargo & Company","CA","92651","Other","Other","Web",2013-07-24,"Closed with explanation","Yes","No",463657
"562",2013-08-13,"Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","Experian","NY","11729","Other","Other","Web",2013-08-14,"Closed with explanation","Yes","Yes",488646
"563",2013-08-07,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Northland Group, Inc.","GA","30642","Older American, Servicemember","Other","Phone",2013-08-09,"Closed with explanation","Yes","No",484869
"564",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","LCS Financial Corporation","CA","92374","Other","Other","Referral",2013-08-29,"Closed with explanation","Yes","No",465522
"565",2013-08-13,"Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Other","Experian","NJ","7305","Other","Other","Web",2013-08-12,"Closed with non-monetary relief","Yes","No",488680
"566",2013-08-13,"Debt collection","Medical","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Sherloq Group, Inc","FL","34222","Other","Other","Web",2013-08-30,"Closed with non-monetary relief","Yes","No",488685
